sample_id,text_prompt,category,style,quality_level,color_palette,aspect_ratio,prompt_length,word_count,complexity_score,text_sentiment,text_clarity,text_specificity,image_width,image_height,image_channels,color_depth,noise_level,sharpness_score,brightness,contrast,saturation,hue_variance,edge_density,texture_score,composition_score,aesthetic_score,clip_score,fid_score,inception_score,ssim_score,psnr_score,generation_time_img,gpu_memory_img,inference_steps,guidance_scale,seed_value,video_fps,video_duration,total_frames,video_width,video_height,video_bitrate,compression_ratio,motion_score,temporal_consistency,scene_coherence,transition_type,video_quality_score,optical_flow_score,video_sentiment,generation_time_vid,gpu_memory_vid,model_version,batch_size,learning_rate,epoch_trained,training_loss,validation_loss,perceptual_loss,adversarial_loss,user_rating,expert_rating,human_preference_score,prompt_adherence,creative_score,technical_quality,dataset_split,overall_quality_score,quality_label,quality_class
7777,A realistic waterfall in morning light,landscape,watercolor,high,dark,9:16,96,30,0.7409,0.9252,0.8488,0.2845,768,1080,3,8,0.3169,0.9358,0.4901,0.4645,0.8774,0.7387,0.3275,0.8011,0.809,0.447,0.6878,131.5838,2.566,0.7253,30.8915,0.5191,17.291,52,14.3832,252681,30,23.3,987,480,720,9703,0.404,0.0751,0.7992,0.992,none,0.7187,0.2182,-0.1996,184.9327,36.3367,v3.0,16,5e-05,70,1.149259,1.559064,0.129856,1.024357,3.45,3.45,0.1216,0.9364,0.898,0.4032,train,0.7118,1,medium
7778,A beautiful mountain landscape in fog,technology,vintage,ultra,monochrome,21:9,94,13,0.5774,0.3858,0.8037,0.1555,1280,768,3,8,0.3398,0.7057,0.4243,0.3716,0.9636,0.9823,0.5082,0.9729,0.4633,0.2065,0.7234,77.1735,9.1686,0.6277,42.1139,26.1205,12.0128,77,9.6046,44887,12,10.11,641,720,480,8908,0.3238,0.3757,0.7578,0.6143,wipe,0.9585,0.6756,0.4738,71.0807,42.8751,v1.0,2,5e-05,304,0.034346,1.847121,0.323706,1.12579,4.24,1.83,0.391,0.6664,0.8023,0.871,train,0.6321,0,low
7779,A beautiful autumn forest at dawn,landscape,digital_art,professional,pastel,21:9,121,34,0.6409,-0.151,0.8883,0.79,1280,768,3,16,0.2753,0.7698,0.7648,0.4181,0.2396,0.3496,0.3426,0.7848,0.5626,0.4072,0.8633,70.6735,7.9809,0.8913,37.4502,12.0316,10.5647,70,14.7745,792863,24,31.02,586,720,480,3501,0.6245,0.2665,0.6607,0.7475,pan,0.7109,0.8947,-0.8997,293.4661,37.12,v1.0,1,1e-05,487,1.737324,1.13067,1.030772,2.713003,3.82,3.03,0.8378,0.5288,0.9949,0.6134,test,0.6221,0,low
7780,A stunning mountain landscape in rain,animals,modern,high,neutral,9:16,58,13,0.759,-0.9583,0.9575,0.8052,1920,1024,3,16,0.474,0.5205,0.564,0.5336,0.4223,0.4178,0.7255,0.3427,0.3657,0.27,0.9691,167.0089,5.4544,0.568,27.224,22.0717,8.9066,46,15.1751,478046,12,21.91,1169,720,480,3906,0.3584,0.9292,0.7646,0.9548,fade,0.7174,0.9774,0.1229,104.2243,25.9809,v1.5,8,5e-05,43,0.900011,2.245771,0.975862,1.706211,1.33,4.18,0.9382,0.6076,0.9031,0.8079,train,0.6908,1,medium
7781,A vibrant arctic tundra during eclipse,abstract,digital_art,professional,cool,9:16,162,5,0.3495,0.1135,0.8808,0.6385,256,1280,4,16,0.327,0.5924,0.598,0.7291,0.445,0.6788,0.2221,0.8117,0.6455,0.4361,0.5819,123.3868,4.4101,0.5421,43.5304,14.655,13.7891,24,6.3538,753844,24,5.84,703,720,1080,5671,0.2005,0.5147,0.781,0.4124,dissolve,0.937,0.8673,0.6195,7.7138,24.2382,v3.0,4,0.001,96,0.930795,0.276281,0.127836,2.754793,1.84,1.7,0.6497,0.5716,0.8464,0.5798,test,0.5456,0,low
7782,A dramatic autumn forest in morning light,food,sketch,medium,monochrome,4:3,92,16,0.4612,-0.3024,0.7103,0.2337,1280,1280,3,8,0.0826,0.7253,0.2576,0.8124,0.9172,0.8106,0.2861,0.8634,0.7872,0.2085,0.8283,46.214,5.6333,0.9036,21.8259,16.6572,19.9704,70,7.6281,960418,24,29.18,698,1080,1080,585,0.7949,0.0403,0.5373,0.9957,cut,0.8632,0.4678,0.9002,74.482,44.7732,v2.1,1,5e-05,314,0.236774,0.173751,0.441573,2.363493,1.05,4.25,0.7684,0.6323,0.8792,0.7988,train,0.6471,0,medium
7783,A realistic mountain landscape at sunset,animals,sketch,high,dark,16:9,150,17,0.6461,-0.6286,0.5882,0.5286,512,1080,3,8,0.0267,0.8565,0.3183,0.6478,0.7479,0.7079,0.4507,0.8121,0.8838,0.6592,0.5351,32.7731,2.6828,0.7904,39.8975,2.4382,2.3957,50,1.8187,344102,60,56.43,31,1920,720,6563,0.1245,0.3637,0.6624,0.8829,cut,0.3817,0.2813,0.0623,258.6852,46.5221,v3.0,4,0.0001,37,0.211701,0.225701,0.769501,0.633525,3.89,4.57,0.4148,0.721,0.2177,0.678,train,0.6444,0,medium
7784,A dramatic tropical beach at dawn,portrait,vintage,medium,warm,16:9,24,18,0.187,0.0003,0.8569,0.2601,256,768,3,8,0.4137,0.8025,0.7245,0.3627,0.8556,0.462,0.3122,0.9665,0.8463,0.312,0.4795,32.0842,3.9712,0.6814,21.7241,17.8268,4.4427,35,5.5845,194927,60,56.44,795,720,720,1959,0.67,0.129,0.8028,0.847,zoom,0.3743,0.9017,-0.7388,19.0722,33.0288,v3.0,4,0.0005,412,0.486807,1.235316,0.273398,0.611262,4.71,3.68,0.0404,0.8467,0.5381,0.6867,validation,0.6515,0,medium
7785,A dramatic desert dunes in morning light,food,oil_painting,low,neutral,16:9,111,14,0.8497,-0.3172,0.6234,0.8931,768,512,3,8,0.146,0.7589,0.5464,0.8407,0.906,0.5399,0.6689,0.325,0.6792,0.2355,0.6892,15.1386,1.8369,0.9841,38.6622,12.1287,20.5889,70,18.6069,761270,24,55.7,1308,1080,480,6310,0.7839,0.6055,0.5293,0.8126,pan,0.4437,0.3338,0.0928,95.8175,10.267,v1.0,16,0.0005,163,1.282954,0.043661,0.860344,2.350861,1.07,3.79,0.2876,0.9093,0.2867,0.5695,train,0.6144,0,low
7786,An amazing mountain landscape at dawn,nature,modern,ultra,warm,16:9,189,21,0.4091,-0.9226,0.8913,0.7276,512,768,3,8,0.4884,0.9651,0.3133,0.6613,0.1113,0.3042,0.7934,0.4525,0.5017,0.6534,0.4252,146.0215,9.7099,0.5106,39.4632,17.1374,5.0529,56,16.2364,830254,30,34.07,326,1080,480,3704,0.4082,0.3571,0.5523,0.8192,none,0.9364,0.7213,-0.601,140.5564,43.1178,v1.0,8,0.0001,62,0.811661,0.694529,1.37125,1.408946,1.83,3.49,0.7118,0.6024,0.4083,0.5471,test,0.5921,0,low
7787,A realistic desert dunes in morning light,food,cinematic,professional,vibrant,16:9,162,21,0.6929,0.451,0.6694,0.1282,768,1280,3,8,0.3665,0.3313,0.2032,0.8408,0.3816,0.637,0.8565,0.4742,0.9896,0.7392,0.9904,33.4542,5.5403,0.8649,38.5099,20.8413,18.4743,66,1.5428,714822,60,58.27,837,1080,720,2591,0.3331,0.035,0.9417,0.4872,none,0.557,0.1384,-0.8233,272.0503,37.4313,v1.5,16,0.0001,166,0.790646,1.329355,0.119071,1.792781,4.72,4.35,0.615,0.5943,0.7267,0.4017,train,0.7198,1,medium
7788,An amazing futuristic city in fog,food,digital_art,ultra,pastel,16:9,22,35,0.996,0.4652,0.5784,0.1015,256,1080,3,8,0.1473,0.9243,0.4501,0.477,0.2654,0.1812,0.271,0.7159,0.8554,0.5711,0.8202,189.8529,7.1269,0.5385,37.2528,14.6782,5.4264,79,5.188,932998,24,28.64,1305,720,720,5078,0.4231,0.6647,0.787,0.8344,cut,0.5161,0.253,0.6623,213.8469,13.1118,v3.0,1,1e-05,156,1.960788,1.12321,1.275377,2.411564,3.19,3.86,0.8402,0.524,0.649,0.3689,train,0.6779,0,medium
7789,A vibrant mountain landscape in golden hour,animals,digital_art,professional,dark,9:16,182,30,0.5278,0.2377,0.6273,0.9854,1920,1024,3,16,0.4758,0.5996,0.4308,0.4907,0.9898,0.8379,0.7082,0.8148,0.6745,0.4024,0.54,199.8323,6.8069,0.6652,22.7632,18.6963,22.7399,98,10.7643,173079,30,49.0,1074,720,720,7200,0.3156,0.2875,0.5805,0.5277,pan,0.3926,0.9821,-0.7627,53.1068,26.2508,v3.0,8,1e-05,75,1.521697,1.061359,0.882299,2.604573,1.37,3.09,0.3118,0.5244,0.8046,0.7351,train,0.5553,0,low
7790,A dynamic arctic tundra in morning light,portrait,sketch,medium,cool,9:16,154,39,0.2935,0.6816,0.6333,0.1359,768,1280,3,32,0.0303,0.4263,0.4675,0.446,0.4216,0.7146,0.8713,0.463,0.6986,0.6021,0.8024,150.5732,5.8337,0.8724,27.2002,6.4515,13.8157,28,9.2534,650341,24,54.77,140,1080,1080,1833,0.7503,0.8938,0.5447,0.5425,pan,0.7217,0.7752,-0.6136,17.6818,23.7082,v1.5,8,1e-05,94,1.698627,1.709709,0.734868,2.118869,1.75,4.13,0.6099,0.785,0.4722,0.6208,validation,0.6947,1,medium
7791,A dramatic urban street during eclipse,food,cartoon,high,warm,16:9,113,15,0.2948,-0.5936,0.6894,0.8793,1024,1080,4,16,0.2501,0.3756,0.2152,0.4402,0.6104,0.5982,0.4971,0.9854,0.8194,0.6862,0.5858,38.9529,6.4392,0.721,44.3389,0.8419,19.4203,90,16.0271,875227,24,50.38,380,480,480,3899,0.5952,0.1885,0.8871,0.4128,dissolve,0.6953,0.9361,-0.0799,193.6079,28.7486,v2.0,1,5e-05,110,0.653438,0.209631,1.074958,0.140874,3.02,4.69,0.2855,0.8401,0.5752,0.8204,train,0.7162,1,medium
7792,A vibrant flower garden during eclipse,animals,vintage,high,cool,16:9,171,20,0.1543,-0.4276,0.6286,0.9602,512,512,3,8,0.0816,0.9863,0.843,0.643,0.1843,0.3166,0.6263,0.8696,0.7887,0.4457,0.491,182.2042,8.3152,0.5722,40.017,17.0857,4.9166,25,10.2675,786694,24,6.98,1613,720,480,2752,0.175,0.6904,0.7053,0.6828,dissolve,0.5577,0.8431,0.4886,51.0101,37.3274,v1.0,16,0.001,378,0.089608,1.847723,0.502012,0.230906,2.79,3.59,0.5593,0.7265,0.8195,0.6813,train,0.6248,0,low
7793,A serene mountain landscape in blue hour,animals,digital_art,professional,vibrant,4:3,178,33,0.7904,-0.0827,0.6128,0.3773,1920,512,3,8,0.462,0.9689,0.4841,0.6772,0.5991,0.1795,0.8372,0.5401,0.9526,0.288,0.9791,192.4585,8.6779,0.94,46.703,3.6007,5.4308,61,9.4227,674603,24,30.29,1050,720,480,5791,0.7501,0.6188,0.5566,0.5278,wipe,0.8367,0.6303,-0.0532,292.82,42.4553,v1.0,16,0.001,240,1.771081,1.165513,0.47708,1.641958,2.21,1.71,0.5204,0.813,0.2103,0.7599,test,0.677,0,medium
7794,A colorful mountain landscape in rain,food,sketch,medium,warm,21:9,97,22,0.3641,-0.8796,0.6959,0.5861,1920,1024,3,8,0.0163,0.992,0.7169,0.4113,0.7896,0.1437,0.4075,0.32,0.3967,0.8929,0.7837,52.9204,8.2773,0.8093,26.1325,12.7046,21.152,46,5.2197,685699,30,57.71,87,1080,360,633,0.4272,0.5308,0.8856,0.939,fade,0.6888,0.237,0.2541,99.6522,7.0337,v2.1,1,1e-05,467,1.284881,1.69601,0.457784,1.983432,3.23,1.4,0.8067,0.6874,0.9332,0.5185,train,0.7858,1,high
7795,A dynamic flower garden in fog,landscape,sketch,professional,cool,4:3,99,15,0.2555,0.7671,0.9341,0.6827,1920,512,3,8,0.3669,0.7206,0.3392,0.9965,0.7036,0.6831,0.7813,0.539,0.5167,0.5547,0.7418,151.2065,4.1029,0.7151,30.9842,28.6961,22.7219,53,6.7349,629645,24,27.36,545,480,720,7357,0.621,0.9698,0.721,0.4822,fade,0.95,0.2133,0.5652,206.5799,44.1332,v2.0,16,0.0005,335,1.827108,1.897885,0.487606,2.653031,4.63,2.04,0.1299,0.6629,0.7894,0.4536,train,0.6068,0,low
7796,A dramatic tropical beach in blue hour,portrait,photorealistic,professional,cool,3:2,134,15,0.7423,-0.0187,0.5352,0.5684,256,512,3,8,0.4312,0.6538,0.2143,0.6376,0.6054,0.6243,0.7813,0.7957,0.8004,0.9293,0.7764,189.8639,5.9523,0.9823,29.7359,27.0635,19.949,17,5.1416,872952,24,18.1,1796,1080,720,7130,0.3798,0.8114,0.9667,0.6048,wipe,0.9339,0.7707,0.4889,55.1529,34.2188,v1.0,2,0.0001,51,0.404808,2.206382,0.684819,1.023944,4.4,2.42,0.3707,0.6838,0.2812,0.6429,train,0.7891,1,high
7797,A detailed desert dunes in blue hour,sports,digital_art,professional,monochrome,9:16,23,13,0.3782,-0.3507,0.6481,0.2922,256,256,3,8,0.1388,0.7713,0.7123,0.5474,0.2894,0.0684,0.1401,0.4128,0.6858,0.9042,0.598,90.6242,9.3894,0.7364,41.4256,0.9404,15.1655,96,19.3153,607832,30,42.03,1698,1080,480,994,0.3869,0.7124,0.9239,0.8524,none,0.8242,0.557,0.7623,146.7788,43.8995,v1.0,1,0.0001,205,1.696074,1.08438,0.932917,2.143908,4.03,1.59,0.5262,0.916,0.8563,0.5144,train,0.7589,1,high
7798,A stunning tropical beach in blue hour,food,photorealistic,high,vibrant,16:9,150,29,0.6404,-0.0441,0.7812,0.6231,768,1280,4,16,0.3646,0.5311,0.8312,0.895,0.7124,0.4402,0.1178,0.5013,0.9444,0.4631,0.742,91.5799,5.9763,0.9315,25.0557,16.1784,20.389,32,15.852,739437,24,12.49,1132,1080,480,3305,0.3062,0.7687,0.5024,0.466,pan,0.7223,0.9162,-0.5049,13.4179,24.9283,v1.5,16,1e-05,148,1.911061,1.789113,1.120562,0.650864,2.3,1.89,0.4774,0.8953,0.6752,0.4734,train,0.5992,0,low
7799,A colorful urban street during eclipse,technology,cinematic,professional,neutral,21:9,147,36,0.476,-0.3497,0.9372,0.3328,768,512,3,8,0.0437,0.5185,0.5972,0.87,0.1643,0.3197,0.104,0.313,0.6015,0.3537,0.8801,43.8577,4.2186,0.7188,39.9789,10.7663,13.2154,83,5.3304,856767,24,4.22,28,1080,720,7216,0.2137,0.7695,0.6731,0.72,zoom,0.4041,0.3899,-0.8619,203.1768,36.8421,v1.5,16,5e-05,399,0.042962,0.675866,1.250641,2.28732,3.99,4.12,0.7055,0.5755,0.8378,0.4683,validation,0.6224,0,low
7800,A dramatic forest scene at dawn,technology,cinematic,high,dark,9:16,28,38,0.4007,-0.4275,0.6421,0.2485,512,256,3,16,0.0797,0.6906,0.3182,0.4637,0.213,0.2648,0.3625,0.8823,0.4546,0.3819,0.9783,188.198,4.3643,0.633,28.238,23.9862,1.5031,91,5.9565,874349,24,58.87,717,1080,720,1252,0.1099,0.5979,0.8471,0.7839,dissolve,0.8223,0.8779,0.3984,8.3699,32.1065,v2.1,1,0.0005,172,0.123445,1.952928,1.369467,0.838787,3.44,2.52,0.0563,0.5811,0.5512,0.3803,test,0.6363,0,medium
7801,A colorful autumn forest at sunset,nature,sketch,low,vibrant,3:2,87,7,0.5405,-0.104,0.6744,0.555,1280,1280,3,8,0.4795,0.9079,0.688,0.8901,0.3649,0.06,0.6513,0.8811,0.3525,0.7829,0.8942,16.5866,8.4049,0.5655,39.5119,19.4008,3.1531,70,12.2367,18688,24,51.01,713,720,720,5325,0.198,0.8451,0.6047,0.5232,cut,0.9169,0.2177,0.4625,10.9559,41.3954,v1.0,4,5e-05,308,1.046372,0.494711,0.812788,0.926983,1.5,2.15,0.6649,0.9956,0.537,0.8758,train,0.8081,1,high
7802,A dynamic ocean view in blue hour,portrait,cartoon,medium,warm,4:3,137,18,0.3824,-0.0362,0.899,0.4348,512,256,3,8,0.113,0.9729,0.8602,0.4984,0.3225,0.5243,0.2741,0.3869,0.6418,0.431,0.6935,138.452,4.7606,0.9906,26.4161,12.404,23.2939,68,8.1365,499652,12,16.39,1337,1080,480,2385,0.3103,0.1407,0.5029,0.692,dissolve,0.6153,0.6305,0.7908,129.019,7.4418,v1.0,1,5e-05,498,1.765355,1.145683,0.399483,1.860555,2.46,2.07,0.745,0.9666,0.495,0.3801,validation,0.639,0,medium
7803,A dramatic night sky in blue hour,animals,cartoon,low,warm,3:2,107,29,0.8835,-0.1333,0.6863,0.1247,1920,256,3,8,0.1458,0.54,0.8764,0.3474,0.345,0.9513,0.7042,0.6186,0.8585,0.7789,0.6426,165.3328,4.8634,0.6038,45.2875,20.8877,21.9929,43,6.206,88793,12,45.05,148,1080,720,9910,0.4497,0.0695,0.6827,0.9226,pan,0.3316,0.9086,0.974,46.7925,23.8453,v1.5,16,1e-05,112,1.786004,1.56391,1.376873,0.36161,3.8,3.73,0.3386,0.5427,0.4808,0.9437,test,0.7158,1,medium
7804,A dynamic canyon view during eclipse,fashion,photorealistic,professional,pastel,1:1,158,20,0.1657,0.0959,0.9258,0.9547,1024,768,3,8,0.4467,0.9294,0.5642,0.3235,0.4423,0.1119,0.8773,0.2275,0.3957,0.7588,0.8407,144.3888,9.1263,0.8158,35.4784,12.9722,6.9147,51,3.3597,658406,24,34.73,810,1080,480,4610,0.3866,0.2612,0.9915,0.8897,none,0.4291,0.4341,-0.8185,67.5531,29.3111,v2.1,8,1e-05,324,0.549503,0.158467,0.96582,0.20324,3.27,3.36,0.7133,0.783,0.3944,0.6762,validation,0.8066,1,high
7805,An amazing autumn forest in blue hour,abstract,sketch,high,cool,4:3,183,13,0.1271,0.5668,0.7276,0.1356,512,1080,3,8,0.1463,0.3911,0.7942,0.6645,0.1596,0.6632,0.5473,0.9227,0.9118,0.6712,0.6031,32.0273,7.8833,0.5487,27.6089,23.5576,12.4899,51,1.4703,964311,24,21.06,723,720,720,3795,0.1273,0.2796,0.6387,0.8257,dissolve,0.5937,0.255,0.2103,192.0515,6.9153,v2.0,16,5e-05,359,0.282764,0.908003,0.522401,0.509123,2.77,1.72,0.2954,0.9153,0.9957,0.8875,validation,0.7791,1,high
7806,A serene flower garden during eclipse,architecture,photorealistic,medium,dark,9:16,144,8,0.4658,-0.8855,0.7845,0.9127,768,1024,3,16,0.2581,0.3971,0.7295,0.5377,0.4925,0.8252,0.5811,0.8981,0.8326,0.6902,0.5278,72.7847,3.9826,0.5871,42.2318,15.9363,15.6391,89,2.0434,296506,12,49.57,665,720,720,8528,0.1178,0.3833,0.6087,0.6313,wipe,0.9738,0.7959,0.191,247.9321,21.6818,v2.0,2,0.0001,119,0.070411,1.41018,0.603974,0.760801,4.31,2.98,0.4535,0.7569,0.3066,0.4087,train,0.6042,0,low
7807,An amazing arctic tundra at sunset,fashion,vintage,ultra,warm,4:3,91,6,0.2556,0.623,0.7804,0.2708,1280,256,3,16,0.1486,0.968,0.457,0.8348,0.6771,0.3537,0.4721,0.7826,0.402,0.9939,0.6886,82.2102,2.8824,0.8797,24.4608,10.4996,14.0742,92,16.6981,576633,24,30.26,463,1080,480,1418,0.3047,0.3479,0.8854,0.5618,cut,0.6507,0.8843,-0.4002,232.4761,33.7983,v3.0,8,0.0001,272,1.743275,1.257159,0.758919,2.425794,4.49,1.16,0.3565,0.872,0.8335,0.4356,train,0.7702,1,high
7808,A realistic flower garden during eclipse,portrait,photorealistic,medium,neutral,3:2,149,29,0.7694,-0.5429,0.5597,0.2277,1280,512,1,8,0.357,0.9532,0.4852,0.6751,0.6558,0.9659,0.6288,0.9896,0.7564,0.6418,0.8744,108.0225,5.4505,0.9958,27.4698,16.0802,14.3356,66,2.6244,205905,24,6.73,112,1080,480,7560,0.7291,0.4793,0.5281,0.8304,dissolve,0.4855,0.1651,-0.2163,188.0732,31.0353,v1.5,4,0.0001,246,0.925387,1.722466,0.952942,0.506103,2.5,2.05,0.0962,0.5646,0.2085,0.7648,train,0.6924,1,medium
7809,A dramatic forest scene in rain,portrait,oil_painting,medium,neutral,16:9,69,26,0.4181,-0.4958,0.6775,0.1622,512,1024,3,8,0.4858,0.383,0.4884,0.8453,0.1579,0.1518,0.3983,0.8635,0.6829,0.5489,0.5066,119.5503,2.2829,0.9069,48.8036,20.1281,23.3942,18,1.2474,240850,12,12.14,203,720,480,7412,0.3987,0.4265,0.6871,0.5298,pan,0.3623,0.3994,-0.7282,136.1951,31.9114,v1.0,1,0.0001,466,1.451023,1.967576,0.547587,1.031376,3.98,3.98,0.3478,0.6085,0.428,0.6154,train,0.5913,0,low
7810,A serene waterfall in morning light,food,digital_art,professional,vibrant,21:9,22,9,0.3353,0.1989,0.6208,0.4831,1024,1080,3,8,0.0581,0.9388,0.2326,0.7809,0.4229,0.2769,0.2493,0.4441,0.4706,0.3958,0.6865,105.4154,3.4788,0.9697,47.7754,29.4823,4.4492,55,10.6538,362541,24,26.13,280,1080,480,1247,0.1449,0.4739,0.5935,0.7577,fade,0.6506,0.6907,0.7534,40.3146,26.815,v2.1,8,5e-05,272,0.503541,1.328515,0.460849,1.677825,1.27,2.0,0.2472,0.9299,0.4775,0.6443,validation,0.6433,0,medium
7811,A colorful autumn forest at dawn,food,cinematic,low,warm,3:2,86,25,0.4234,0.9513,0.8415,0.6282,512,256,4,8,0.4005,0.6377,0.6562,0.99,0.5167,0.3384,0.6071,0.5309,0.693,0.9474,0.4363,80.9261,2.1755,0.9893,44.9947,13.6559,3.5977,46,9.3696,405392,24,36.07,13,1920,480,4388,0.7716,0.0882,0.777,0.4606,pan,0.4466,0.7224,0.7566,131.7695,25.391,v2.0,8,0.0005,470,1.528515,2.285979,0.153817,2.699266,3.32,1.59,0.8876,0.5193,0.814,0.7851,train,0.7049,1,medium
7812,A beautiful futuristic city during eclipse,fashion,artistic,low,dark,3:2,104,14,0.2975,-0.9652,0.9668,0.9134,256,1080,3,8,0.2853,0.8864,0.5925,0.6371,0.2037,0.3585,0.4377,0.904,0.3061,0.885,0.9672,9.3345,1.2315,0.8937,36.466,9.0873,22.0784,10,11.2956,506371,24,3.47,571,1920,480,1292,0.5118,0.0328,0.5198,0.8646,fade,0.9907,0.8087,-0.1535,224.6273,29.3911,v1.5,1,0.001,226,1.419001,1.506579,0.157356,1.603231,2.34,2.88,0.7264,0.684,0.7608,0.3619,test,0.7127,1,medium
7813,A detailed forest scene at sunset,animals,sketch,ultra,dark,16:9,134,27,0.3697,0.3463,0.6062,0.8054,1280,512,4,8,0.271,0.5045,0.7307,0.537,0.664,0.8982,0.3461,0.6242,0.3256,0.2113,0.8684,110.4069,9.3772,0.5461,37.6946,8.4116,17.8109,94,16.3627,860764,24,46.54,1604,1920,720,5988,0.3092,0.471,0.7138,0.9667,dissolve,0.5673,0.5877,-0.1493,120.2275,47.1855,v2.1,1,5e-05,430,1.615305,2.20272,0.139169,2.581369,4.87,1.51,0.198,0.5212,0.7407,0.6021,train,0.6225,0,low
7814,An amazing forest scene at dawn,nature,cartoon,professional,warm,21:9,81,31,0.6112,0.3938,0.5456,0.2437,256,512,3,8,0.31,0.7939,0.433,0.4276,0.7623,0.0012,0.5101,0.828,0.7043,0.5879,0.6902,15.3428,4.1053,0.856,31.1128,3.5384,2.3183,92,3.3071,46628,30,57.63,1163,720,360,6904,0.2133,0.6287,0.7309,0.7665,cut,0.8156,0.4173,0.9238,246.2193,33.3953,v2.0,16,5e-05,458,0.701084,2.249763,1.252333,0.007522,3.48,1.17,0.5684,0.977,0.7318,0.8642,test,0.7751,1,high
7815,A realistic autumn forest in blue hour,food,modern,medium,monochrome,9:16,33,34,0.8776,0.1473,0.7533,0.251,1024,256,4,8,0.4109,0.9154,0.2349,0.7605,0.107,0.1021,0.8508,0.4003,0.4584,0.5575,0.8291,73.6716,4.5414,0.511,23.7733,10.855,2.9383,45,15.6336,590976,24,34.34,24,720,360,3562,0.7789,0.3408,0.5583,0.4144,zoom,0.7572,0.5787,-0.2523,190.9265,26.1772,v2.0,4,5e-05,456,0.305125,2.382944,1.405926,0.755093,4.24,4.51,0.8488,0.95,0.6272,0.5787,train,0.655,0,medium
7816,A colorful night sky during storm,architecture,digital_art,low,pastel,21:9,141,8,0.4338,-0.9806,0.6954,0.1073,1024,256,3,8,0.354,0.8591,0.5853,0.6774,0.8491,0.2787,0.3853,0.6202,0.6931,0.9188,0.4234,140.8486,1.3859,0.9654,43.8484,11.1929,22.3696,97,4.7765,126725,12,20.11,662,1080,720,1172,0.8705,0.1568,0.9199,0.7464,cut,0.6496,0.994,-0.397,159.0651,46.1247,v2.1,2,1e-05,276,1.512864,0.969803,1.134472,0.561003,1.29,3.02,0.3992,0.9994,0.8729,0.9052,train,0.7907,1,high
7817,A dramatic mountain landscape under stars,architecture,artistic,low,pastel,9:16,42,10,0.3886,0.2127,0.5179,0.719,768,256,3,8,0.2519,0.5477,0.775,0.7954,0.647,0.0497,0.1747,0.5574,0.6588,0.241,0.6126,38.9242,7.2276,0.8481,26.7241,16.4798,10.7937,41,5.021,568187,12,57.12,1706,1080,480,8744,0.4776,0.0079,0.593,0.407,wipe,0.6038,0.4688,-0.6299,154.336,36.86,v2.1,4,0.001,493,1.134941,0.079517,0.747494,1.756676,1.26,1.19,0.6566,0.5123,0.3587,0.8389,train,0.5185,0,very_low
7818,An amazing night sky at sunset,nature,oil_painting,high,pastel,4:3,142,30,0.8036,-0.77,0.9608,0.1157,512,1280,3,16,0.0145,0.3573,0.786,0.8479,0.1047,0.5975,0.2967,0.2095,0.7418,0.9016,0.4089,80.4379,5.9039,0.9166,20.319,10.3657,1.0513,20,4.7287,171510,24,21.28,685,720,1080,9754,0.7486,0.7508,0.7875,0.681,pan,0.9275,0.3411,-0.3592,156.9878,44.0795,v1.0,2,0.0005,56,0.4266,2.294876,0.508876,0.940115,2.05,2.0,0.7923,0.6097,0.2105,0.5085,train,0.64,0,medium
7819,A colorful arctic tundra during storm,landscape,modern,medium,monochrome,3:2,96,14,0.1202,-0.8439,0.9701,0.2247,512,256,4,8,0.2009,0.8962,0.7598,0.7561,0.6956,0.0565,0.2648,0.2853,0.3597,0.5665,0.5814,27.844,8.7989,0.9978,45.0927,27.2322,11.5776,48,8.3533,994558,24,31.46,914,1080,480,1570,0.2059,0.2089,0.6153,0.5214,fade,0.5029,0.3954,0.5742,267.3992,39.2872,v1.5,2,1e-05,354,1.832895,2.184694,0.493095,2.345323,3.96,4.77,0.6173,0.9893,0.4543,0.9501,test,0.7342,1,medium
7820,An amazing flower garden in golden hour,landscape,cartoon,professional,warm,4:3,35,9,0.3719,0.3921,0.9252,0.6711,1920,1024,1,8,0.4493,0.562,0.5912,0.8729,0.8346,0.286,0.5837,0.7475,0.6281,0.3082,0.9287,158.7913,8.194,0.6338,28.57,8.2329,21.6291,56,11.6193,342352,12,33.39,675,720,480,2170,0.4336,0.9641,0.7233,0.873,pan,0.7728,0.5116,0.1941,256.1704,13.6323,v1.0,16,0.0001,204,1.208039,0.138089,0.300305,1.979599,2.6,2.8,0.1378,0.5472,0.7133,0.9113,train,0.6795,0,medium
7821,A realistic arctic tundra in blue hour,portrait,oil_painting,low,vibrant,16:9,165,5,0.507,0.4005,0.6403,0.2352,512,768,3,8,0.2887,0.7186,0.7127,0.4485,0.8891,0.6665,0.2702,0.7722,0.49,0.2642,0.7,72.5385,9.5193,0.8465,38.5028,18.465,12.7507,48,5.1199,293466,30,59.34,485,480,720,8038,0.2756,0.1618,0.5801,0.7428,zoom,0.3507,0.187,-0.9334,212.9381,11.7851,v2.1,8,0.0001,34,0.822631,2.49814,0.282967,2.956059,1.49,4.97,0.7842,0.9218,0.504,0.9084,validation,0.6938,1,medium
